products,reactants,predictions
COC(=O)c1cccnc1N1CCCN(C[C@H]2COc3ccccc3O2)CC1,COC(=O)c1cccnc1N1CCCNCC1.CS(=O)(=O)OC[C@H]1COc2ccccc2O1,"COC(=O)c1cccnc1N1CCCNCC1.O=C[C@H]1COc2ccccc2O1,COC(=O)c1cccnc1Cl.c1ccc2c(c1)OC[C@@H](CN1CCCNCC1)O2,COC(=O)c1cccnc1N1CCCNCC1.ClC[C@H]1COc2ccccc2O1,COC(=O)c1cccnc1Cl.c1ccc2c(c1)OC[C@H](CN1CCCNCC1)O2,,C1=COc2ccccc2O1.COC(=O)c1cccnc1N1CCCNCC1,COC(=O)c1cccnc1N1CCC(=O)N(C[C@H]2COc3ccccc3O2)CC1,,COC(=O)c1cccnc1N1CCCN(C[C@H]2COc3ccccc3O2)CC1,COC(=O)c1cccnc1N1CCCNCC1.[CH]1COc2ccccc2O1"
COC(=O)c1c(CNc2nccc3ccccc23)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,COC(=O)c1c(CBr)c(=O)c2ccc(Cl)cc2n1-c1ccccc1.Nc1nccc2ccccc12,"COC(=O)c1c(CN)c(=O)c2ccc(Cl)cc2n1-c1ccccc1.Clc1nccc2ccccc12,COC(=O)c1c(CN)c(=O)c2ccc(Cl)cc2n1-c1ccccc1.Clc1ccc2c(Cl)nccc2c1,COC(=O)c1c(CBr)c(=O)c2ccc(Cl)cc2n1-c1ccccc1.Nc1nccc2ccccc12,COC(=O)c1c(CN)c(=O)c2ccc(Cl)cc2n1-c1ccccc1.Clc1ccc2ccnc(Cl)c2c1,COC(=O)c1c(CN)c(=O)c2ccc(Cl)cc2n1-c1ccccc1.Clc1ccc2ccccc2c1,COC(=O)c1c(CN)c(=O)c2ccc(Cl)cc2n1-c1ccccc1.Clc1ccc2ccccc2c1Cl,COC(=O)c1c(CN)c(=O)c2ccc(Cl)cc2n1-c1ccccc1.Clc1ccc2c(Br)nccc2c1,COC(=O)c1c(CCl)c(=O)c2ccc(Cl)cc2n1-c1ccccc1.Nc1nccc2ccccc12,COC(=O)c1c(CN)c(=O)c2ccc(Cl)cc2n1-c1ccccc1.Fc1nccc2ccccc12,COC(=O)c1c(C=O)c(=O)c2ccc(Cl)cc2n1-c1ccccc1.Nc1nccc2ccccc12"
N#CCCCN1CCOCC1,C1COCCN1.N#CCCCBr,"C1COCCN1.N#CCCCBr,,C1COCCN1.N#CCCCO,C1COCCN1.N#CCCC=O,C1COCCN1.N#CCCCBr,C1COCCN1.[C-]#N,C1COCCN1.N#CCC=CBr,,C1COCCN1.N#CCCCCBr,COCCN1CCOCC1.N#CCCCBr"
CC(COc1ccccc1)Oc1c(C(=O)O)ccc2ccccc12,COC(=O)c1ccc2ccccc2c1OC(C)COc1ccccc1,"COC(=O)c1ccc2ccccc2c1OC(C)COc1ccccc1,CC(COc1ccccc1)Oc1c(C(=O)O)ccc2ccccc12.C[Mg+],C=C(COc1ccccc1)Oc1c(C(=O)O)ccc2ccccc12.O,CCOC(=O)c1ccc2ccccc2c1OC(C)COc1ccccc1,Cc1ccc2ccccc2c1OC(C)COc1ccccc1,CC(COc1ccccc1)Oc1c(C(=O)O)ccc2ccccc12.CI,CC(COc1ccccc1)Oc1c(C(=O)O)ccc2ccccc12.CCl,COc1c(C(=O)O)ccc2ccccc12,CC(COc1ccccc1)Oc1c([N+](=O)[O-])ccc2ccccc12,"
CC(C)(C)C(=O)c1ccc(C(=O)NC(=O)CCc2ccccc2)cc1,CC(C)(C)C(=O)c1ccc(C(=O)Cl)cc1.NC(=O)CCc1ccccc1,"CC(C)(C)C(=O)c1ccc(C(=O)Cl)cc1.NC(=O)CCc1ccccc1,CC(C)(C)C(=O)c1ccc(C(=O)O)cc1.NC(=O)CCc1ccccc1,CC(C)(C)C(=O)c1ccc(C(=O)[O-])cc1.NC(=O)CCc1ccccc1,CC(C)(C)C(=O)Cl.O=C(CCc1ccccc1)NC(=O)c1ccc(Br)cc1,CC(C)(C)C(=O)c1ccc(C(N)=O)cc1.O=C(Cl)CCc1ccccc1,CC(C)(C)C(=O)Cl.O=C(CCc1ccccc1)NC(=O)c1ccc(B(O)O)cc1,,CC(C)(C)C(=O)C(=O)c1ccc(C(=O)O)cc1.NC(=O)CCc1ccccc1,CC(C)(C)C(=O)Cl.O=C(CCc1ccccc1)NC(=O)c1ccc(C(=O)Cl)cc1,CC(C)(C)C(=O)Cl.O=C(CCc1ccccc1)NC(=O)c1ccc(Br)cc1"
CNS(=O)(=O)c1cc(F)c(F)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,CNS(=O)(=O)c1cc(F)c(F)c(C(=O)O)c1.FC(F)(F)c1ccc(N2CCNCC2)cc1,"CNS(=O)(=O)c1cc(F)c(F)c(C(=O)O)c1.FC(F)(F)c1ccc(N2CCNCC2)cc1,CCNS(=O)(=O)c1cc(F)c(F)c(C(=O)O)c1.FC(F)(F)c1ccc(N2CCNCC2)cc1,CCS(=O)(=O)c1cc(F)c(F)c(C(=O)O)c1.FC(F)(F)c1ccc(N2CCNCC2)cc1,CCl.NS(=O)(=O)c1cc(F)c(F)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,CNS(=O)(=O)c1cc(F)c(F)c(C(=O)O)c1.FC(F)(F)c1ccc(N2CCNCC2)cc1,CC(F)(F)c1ccc(N2CCNCC2)cc1.CNS(=O)(=O)c1cc(F)c(F)c(C(=O)O)c1,CSS(=O)(=O)c1cc(F)c(F)c(C(=O)O)c1.FC(F)(F)c1ccc(N2CCNCC2)cc1,CI.NS(=O)(=O)c1cc(F)c(F)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1,CNS(=O)(=O)c1cc(F)c(F)c(C(=O)O)c1.FC(F)c1ccc(N2CCNCC2)cc1,C=O.CNS(=O)(=O)c1cc(F)c(F)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1"
CC[C@H](C)Nc1cc(C(=O)OC)cc(C2OCCCO2)n1,CC[C@H](C)N.COC(=O)c1cc(Cl)nc(C2OCCCO2)c1,"CC[C@H](C)N.COC(=O)c1cc(Cl)nc(C2OCCCO2)c1,CC[C@H](C)N.COC(=O)c1cc(Br)nc(C2OCCCO2)c1,CC[C@H](C)Nc1cc(C(=O)OC)cc(C=O)n1.OCCCO,CC[C@H](C)Nc1cc(C(=O)OC)cc(C2OCCCO2)n1.CO,CC[C@H](C)N.COC(=O)c1cc(F)nc(C2OCCCO2)c1,CC[C@@H](C)N.COC(=O)c1cc(Cl)nc(C2OCCCO2)c1,CC[C@H](C)N.COC(=O)c1cc(Cl)nc(C2OCCCO2)c1,CCOC(=O)c1cc(Cl)nc(C2OCCCO2)c1.CC[C@H](C)N,,CC[C@H](C)N.COC(=O)c1cc(Cl)nc(N2OCCCO2)c1"
O=C(CC(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1)Nc1nncs1,Nc1nncs1.O=C(O)CC(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1,"Nc1nncs1.O=C(O)CC(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1,COC(=O)CC(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1.Nc1nncs1,Nc1cnns1.O=C(O)CC(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1,O=C(O)CC(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1.[NH3+]c1nncs1,Nc1nnc[se]1.O=C(O)CC(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1,,,COC(=O)CC(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1.Nc1nncs1,,Nc1nncs1.O=C(O)CC(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1"
CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)OCc2ccccc2)c(OCc2ccccc2)c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,CNCC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)OCc2ccccc2)c(OCc2ccccc2)c1.O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1,"CNCC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)OCc2ccccc2)c(OCc2ccccc2)c1.O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1,BrCc1ccc(C2CCCCC2)cc1.CN(CC(=O)Nc1ccc(C(=O)OCc2ccccc2)c(OCc2ccccc2)c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,BrCc1ccc(C2CCCCC2)cc1.CNCC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)OCc2ccccc2)c(OCc2ccccc2)c1,CN(CC(=O)O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1.O=C(OCc1ccccc1)c1ccc(NCc2ccc(C3CCCCC3)cc2)cc1OCc1ccccc1,CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1.O=C(OCc1ccccc1)c1ccc(N(Cc2ccc(C3CCCCC3)cc2)C(=O)CCl)cc1OCc1ccccc1,BrCc1ccc(C2CCCCC2)cc1.CNCC(=O)Nc1ccc(C(=O)OCc2ccccc2)c(OCc2ccccc2)c1,CI.O=C(OCc1ccccc1)c1ccc(N(Cc2ccc(C3CCCCC3)cc2)C(=O)CNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1OCc1ccccc1,BrCc1ccc(C2CCCCC2)cc1.CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1,CNCC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)OCc2ccccc2)c(OCc2ccccc2)c1.O=C(O)c1ccc([N+](=O)[O-])cc1,CNCC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)OCc2ccccc2)c(OCc2ccccc2)c1.O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1"
O=C(N1CCC(c2ccc(S(=O)(=O)Nc3ncns3)cc2)CC1)C(F)(F)F,Nc1ncns1.O=C(N1CCC(c2ccc(S(=O)(=O)Cl)cc2)CC1)C(F)(F)F,"Nc1ncns1.O=C(N1CCC(c2ccc(S(=O)(=O)Cl)cc2)CC1)C(F)(F)F,Nc1ncns1.O=C(N1CCC(c2ccc(S(=O)(=O)Cl)cc2)CC1)C(F)(F)F,Nc1ncns1.O=C(OC(=O)C(F)(F)F)C(F)(F)F,Nc1ncns1.O=C(N1CCC(c2ccc(S(=O)(=O)Nc3ncns3)cc2)CC1)C(F)(F)F,NS(=O)(=O)c1ccc(C2CCN(C(=O)C(F)(F)F)CC2)cc1.O=S(=O)(Cl)c1ncns1,Nc1ncns1.O=C(N1CC=C(c2ccc(S(=O)(=O)Cl)cc2)CC1)C(F)(F)F,Nc1ncns1.O=C(N1CCC(c2ccc(S(=O)(=O)F)cc2)CC1)C(F)(F)F,Nc1ncns1.O=C(N1CC=C(c2ccc(S(=O)(=O)Nc3ncns3)cc2)CC1)C(F)(F)F,,Clc1ncns1.NS(=O)(=O)c1ccc(C2CCN(C(=O)C(F)(F)F)CC2)cc1"
CCOC(OCC)C(=O)NCc1ccccc1Br,CCOC(=O)C(OCC)OCC.NCc1ccccc1Br,"CCOC(OCC)C(=O)Cl.NCc1ccccc1Br,CCOC(=O)C(OCC)OCC.NCc1ccccc1Br,CCOC(OCC)C(=O)O.NCc1ccccc1Br,CCOC(OCC)C(=O)[O-].NCc1ccccc1Br,CCOC(OCC)C(=O)O.NCc1ccccc1Br,CCOC(OCC)C(=O)Br.NCc1ccccc1Br,CCOC(OCC)C(=O)Cl.NCc1ccccc1Br,CCOC(=O)C(Cl)OCC.NCc1ccccc1Br,CCOC(=O)C(OCC)OCC.NCc1ccccc1Br,CCOC(=O)C(Cl)OCC.NCc1ccccc1Br"
COc1nc2ccc(C(=O)c3cnnn3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1,COc1nc2ccc(C(O)c3cnnn3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1,"COc1nc2ccc(C(O)c3cnnn3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1,C[O-].Cn1nncc1C(=O)c1ccc2nc(Cl)c(Cc3ccc(C(F)(F)F)cc3)c(Cl)c2c1,CI.COc1nc2ccc(C(=O)c3cnnn3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1,COc1nc2ccc(C3(c4cnnn4C)OCCO3)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1,,COc1nc2ccc(C(O)c3ccnn3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1,COc1nc2ccc(C(O)c3cnnn3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1,Cc1nc2ccc(C(O)c3cnnn3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1,C[O-].Cn1nncc1C(O)c1ccc2nc(Cl)c(Cc3ccc(C(F)(F)F)cc3)c(Cl)c2c1,C[O-].Cn1nncc1C(=O)c1ccc2nc(F)c(Cc3ccc(C(F)(F)F)cc3)c(Cl)c2c1"
CN(CCCc1nc2cc(Cl)c(Cl)cc2[nH]1)CC[C@]1(OC(=O)C2CC2)C[C@H]2CC[C@@H]1C=C2c1ccccc1,CN(CCCc1nc2cc(Cl)c(Cl)cc2[nH]1)CCC1(O)CC2CCC1C=C2c1ccccc1.O=C(Cl)C1CC1,"CNCC[C@]1(OC(=O)C2CC2)C[C@H]2CC[C@@H]1C=C2c1ccccc1.Clc1cc2nc(CCCI)[nH]c2cc1Cl,CN(CCCc1nc2cc(Cl)c(Cl)cc2[nH]1)CC[C@]1(O)C[C@H]2CC[C@@H]1C=C2c1ccccc1.O=C(O)C1CC1,CNCC[C@]1(OC(=O)C2CC2)C[C@H]2CC[C@@H]1C=C2c1ccccc1.Clc1cc2nc(CCCBr)[nH]c2cc1Cl,CNCC[C@]1(OC(=O)C2CC2)C[C@H]2CC[C@@H]1C=C2c1ccccc1.O=CCCc1nc2cc(Cl)c(Cl)cc2[nH]1,CN(CC[C@]1(O)C[C@H]2CC[C@@H]1C=C2c1ccccc1)C(=O)C1CC1.Clc1cc2nc(CCCBr)[nH]c2cc1Cl,CN(CC[C@]1(O)C[C@H]2CC[C@@H]1C=C2c1ccccc1)CC[C@]1(OC(=O)C2CC2)C[C@H]2CC[C@@H]1C=C2c1ccccc1.Clc1cc2nc(CCCI)[nH]c2cc1Cl,CN(CC[C@]1(O)C[C@H]2CC[C@@H]1C=C2c1ccccc1)CC[C@]1(OC(=O)C2CC2)C[C@H]2CC[C@@H]1C=C2c1ccccc1.Clc1cc2nc(CCCBr)[nH]c2cc1Cl,CN(CC[C@]1(O)C[C@H]2CC[C@@H]1C=C2c1ccccc1)C(=O)C1CC1.Clc1cc2nc(CCCI)[nH]c2cc1Cl,CN(CC[C@]1(O)C[C@H]2CC[C@@H]1C=C2c1ccccc1)CC[C@]1(O)C[C@H]2CC[C@@H]1C=C2c1ccccc1.O=C(O)C1CC1,CNCC[C@]1(OC(=O)C2CC2)C[C@H]2CC[C@@H]1C=C2c1ccccc1.CS(=O)(=O)OCCCc1nc2cc(Cl)c(Cl)cc2[nH]1"
COC(=O)c1ccc(C(=O)N(C)C)nc1,CNC.COC(=O)c1ccc(C(=O)OC)nc1,"CNC.COC(=O)c1ccc(C(=O)O)nc1,CNC.COC(=O)c1ccc(C(=O)Cl)nc1,CNC.COC(=O)c1ccc(C(=O)[O-])nc1,CN(C)C(=O)Cl.COC(=O)c1ccc(Br)nc1,CNC.COC(=O)c1ccc(Br)nc1,CN(C)C(=O)c1ccc(Br)nc1.COC(=O)[O-],CN(C)C(=O)c1ccc(C(=O)O)cn1.CO,,CN(C)C(=O)c1ccc(Br)nc1.COC(=O)[Cu],CN.COC(=O)c1ccc(C(=O)O)nc1"
