products,reactants,predictions
O=C(Nc1cccc2ccccc12)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1.O=C=Nc1cccc2ccccc12,"O=C(Nc1cccc2ccccc12)NC1CCNCC1.O=Cc1ccn(-c2ccc(C(F)(F)F)cc2)c1,,NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1.O=C=Nc1cccc2ccccc12,,O=C(Nc1cccc2ccccc12)NC1CCNCC1.O=Cc1ccn(B(O)O)c1,O=C(Nc1cccc2ccccc12)NC1CCNCC1.O=Cc1ccn(-c2ccc(C(F)(F)F)cc2)c1,NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1.O=C=Nc1cccc2ccccc12,O=C(Nc1cccc2ccccc12)NC1CCNCC1.O=Cc1ccn(-c2ccc(C(F)(F)F)cc2)c1,FC(F)(F)c1ccc(-n2ccc(CCl)c2)cc1.O=C(Nc1cccc2ccccc12)NC1CCNCC1,O=C(Nc1cccc2ccccc12)NC1CCNCC1.O=Cc1ccn(-c2ccc(C(F)(F)F)cc2)c1"
COc1cc(/C=C(/C(=O)O)c2ccc(O)cc2)cc(OC)c1,COc1cc(C=O)cc(OC)c1.O=C(O)Cc1ccc(O)cc1,"COc1cc(C=O)cc(OC)c1.O=C(O)Cc1ccc(O)cc1,COC(=O)/C(=C/c1cc(OC)cc(OC)c1)c1ccc(O)cc1,C=C(C(=O)O)c1ccc(O)cc1.COc1cc(Br)cc(OC)c1,COc1cc(C=O)cc(OC)c1.O=C(O)Cc1ccc(O)cc1,COc1cc(/C=C(\C(=O)OC(C)(C)C)c2ccc(O)cc2)cc(OC)c1,CCOC(=O)/C(=C/c1cc(OC)cc(OC)c1)c1ccc(O)cc1,COc1cc(C=O)cc(OC)c1.O=C(O)[CH]c1ccc(O)cc1,COc1cc(C)cc(C=O)c1.O=C(O)Cc1ccc(O)cc1,COc1cc(C=O)cc(OC)c1.O=C(O)Cc1ccc(O)cc1,COc1cc(C=O)cc(OC)c1.O=C(O)[Cu]c1ccc(O)cc1"
COc1cc2nccc(Oc3ccc(C)c(C)c3)c2cc1OC,COc1cc2nccc(Cl)c2cc1OC.Cc1ccc(O)cc1C,"COc1cc2nccc(Cl)c2cc1OC.Cc1ccc(O)cc1C,,COc1cc2nccc(O)c2cc1OC.Cc1ccc(O)cc1C,COc1cc2nccc(Cl)c2cc1OC.Cc1ccc([O-])cc1C,COc1cc2nccc(Cl)c2cc1OC.Cc1ccc(O)cc1Cl,COc1cc2nccc(Cl)c2cc1OC.Cc1ccc(O)cc1C,,COc1cc2nccc(Cl)c2cc1OC.C[SiH2]c1ccc(O)cc1C,COc1cc2nccc(Cl)c2cc1OC.CSc1ccc(O)cc1C,"
O=C(C=Cc1cccnc1)NCCCCN1CCC(c2c[nH]c3ccccc23)CC1,NCCCCN1CCC(c2c[nH]c3ccccc23)CC1.O=C(O)C=Cc1cccnc1,"NCCCCN1CCC(c2c[nH]c3ccccc23)CC1.O=C(O)C=Cc1cccnc1,NCCCCCl.O=C(O)C=Cc1cccnc1,NCCCCN1CCC(c2c[nH]c3ccccc23)CC1.O=C(Cl)C=Cc1cccnc1,NCCCCN1CCC(c2c[nH]c3ccccc23)CC1.O=C(O)/C=C/c1cccnc1,NCCCCN1CCC(F)CC1.O=C(O)C=Cc1cccnc1,NCCCCN1CCC(I)CC1.O=C(O)C=Cc1cccnc1,NCCCCN1CCC(Cl)CC1.O=C(O)C=Cc1cccnc1,NCCCCN1CCC(c2c[nH]c3ccccc23)CC1.O=C([O-])C=Cc1cccnc1,NCCCCN1CCC(c2c[nH]c3ccccc23)CC1.O=C(O)C=CCl,NCCCCN1CCC(c2c[nH]c3ccccc23)CC1.O=C(O)C=C[Zn+]"
COC(=O)c1cccc2c1c1c(O)c3c(cc1n2Cc1ccccc1)CCCC3,COC(=O)c1cccc2c1c1c(OC)c3c(cc1n2Cc1ccccc1)CCCC3,"BrCc1ccccc1.COC(=O)c1cccc2[nH]c3cc4c(c(O)c3c12)CCCC4,,BrCc1ccccc1.COC(=O)c1cccc2c1-c1c-2cc2c(c1O)CCCC2,COC(=O)c1cccc2c1c1c(OCc3ccccc3)c3c(cc1n2Cc1ccccc1)CCCC3,COC(=O)c1cccc2c1c1c(OC)c3c(cc1n2Cc1ccccc1)CCCC3,,,,,"
C=CCCC(F)c1cccc(C#Cc2ccc(OC(F)F)cc2)c1,C#Cc1ccc(OC(F)F)cc1.C=CCCC(F)c1cccc(I)c1,"C#Cc1ccc(OC(F)F)cc1.C=CCCC(F)c1cccc(Br)c1,C#Cc1ccc(OC(F)F)cc1.C=CCCC(F)c1cccc(I)c1,C#C[Si](C)(C)C.C=CCCC(F)c1cccc(Br)c1,C#Cc1ccc(OC(F)F)cc1.C=CCCC(F)B(O)O,,C#Cc1ccc(OC(F)F)cc1.C=CCC[C@H](F)c1cccc(Br)c1,C#Cc1ccc(OC(F)Cl)cc1.C=CCCC(F)c1cccc(Br)c1,C#C[n+]1ccc(OC(F)F)cc1.C=CCCC(F)c1cccc(Br)c1,,C#Cc1ccc(OC(F)F)cc1.C=CCCC(F)c1cccc(Br)c1"
O=C(N1CCc2ccc(Cl)c(NCc3ccc4ncccc4c3)c2CC1)C(F)(F)F,NCc1ccc2ncccc2c1.O=C(N1CCc2ccc(Cl)c(OS(=O)(=O)C(F)(F)F)c2CC1)C(F)(F)F,"Nc1c(Cl)ccc2c1CCN(C(=O)C(F)(F)F)CC2.O=Cc1ccc2ncccc2c1,NCc1ccc2ncccc2c1.O=C(N1CCc2ccc(Cl)c(OS(=O)(=O)C(F)(F)F)c2CC1)C(F)(F)F,BrCc1ccc2ncccc2c1.Nc1c(Cl)ccc2c1CCN(C(=O)C(F)(F)F)CC2,N[Cu].O=C(N1CCc2ccc(Cl)c(OS(=O)(=O)C(F)(F)F)c2CC1)C(F)(F)F,N[O-].O=C(N1CCc2ccc(Cl)c(OS(=O)(=O)C(F)(F)F)c2CC1)C(F)(F)F,N[SH]c1c(Cl)ccc2c1CCN(C(=O)C(F)(F)F)CC2.O=Cc1ccc2ncccc2c1,N[Se]c1c(Cl)ccc2c1CCN(C(=O)C(F)(F)F)CC2.O=Cc1ccc2ncccc2c1,N[SiH]c1c(Cl)ccc2c1CCN(C(=O)C(F)(F)F)CC2.O=Cc1ccc2ncccc2c1,,N[IH]Cc1ccc2ncccc2c1.Nc1c(Cl)ccc2c1CCN(C(=O)C(F)(F)F)CC2"
CN[C@H](CN1CC[C@H](O)C1)c1cccc(-c2noc(C)n2)c1,Cc1nc(-c2cccc([C@@H](CN3CC[C@H](O)C3)N(C)C(=O)OCc3ccccc3)c2)no1,"Cc1nc(-c2cccc([C@@H](CN3CC[C@H](O)C3)N(C)C(=O)OC(C)(C)C)c2)no1,CN.Cc1nc(-c2cccc([C@@H](CN3CC[C@H](O)C3)OS(C)(=O)=O)c2)no1,Cc1nc(-c2cccc([C@@H](CN3CC[C@H](O)C3)N(C)C(=O)OC(C)(C)C)c2)no1,CI.Cc1nc(-c2cccc([C@@H](N)CN3CC[C@H](O)C3)c2)no1,CN.Cc1nc(-c2cccc([C@@H](O)CN3CC[C@H](O)C3)c2)no1,CN.CN[C@H](COS(C)(=O)=O)c1cccc(-c2noc(C)n2)c1,Cc1nc(-c2cccc([C@H](CN3CC[C@H](O)C3)N(C)C(=O)OC(C)(C)C)c2)no1,CI.CN[C@H](CN1CC[C@H](O)C1)c1cccc(-c2noc(C)n2)c1,CN.Cc1nc(-c2cccc([C@@H](CN3CC[C@H](O)C3)OS(C)(=O)=O)c2)no1,Cc1nc(-c2cccc([C@H](CN(C)C(=O)OC(C)(C)C)N3CC[C@H](O)C3)c2)no1"
CC(C)(C)NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)C1(c2ccccc2)CCCC1,CC(C)(C)NC(=O)[C@@H](N)Cc1ccc(OCc2ccccc2)cc1.O=C(O)C1(c2ccccc2)CCCC1,"CC(C)(C)NC(=O)[C@@H](N)Cc1ccc(OCc2ccccc2)cc1.O=C(O)C1(c2ccccc2)CCCC1,CC(C)(C)N.O=C(O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)C1(c2ccccc2)CCCC1,CC(C)(C)NC(=O)[C@@H](N)C[NH3+].O=C(O)C1(c2ccccc2)CCCC1,CC(C)(C)NC(=O)[C@@H](N)CI.O=C(O)C1(c2ccccc2)CCCC1,CC(C)(C)NC(=O)[C@@H](N)C[N+](=O)[O-].O=C(O)C1(c2ccccc2)CCCC1,CC(C)(C)NC(=O)[C@@H](N)Cc1ccc(OCc2ccccc2)cc1.O=C(Cl)C1(c2ccccc2)CCCC1,CC(C)(C)NC(=O)[C@@H](N)Cc1ccc(OCc2ccccc2)cc1.O=C(O)C1(I)CCCC1,CC(C)(C)NC(=O)[C@@H](N)Cc1ccc(OCc2ccccc2)cc1.O=C(O)C1([Zn+])CCCC1,CC(C)(C)NC(=O)[C@@H]([NH3+])Cc1ccc(OCc2ccccc2)cc1.O=C(O)C1(c2ccccc2)CCCC1,CC(C)(C)NC(=O)[C@@H](N)Cc1ccc(OCc2ccccc2)cc1.O=C(O)C1(B(O)O)CCCC1"
CC(=O)N1CCC(C(C)(C)C(=O)Nc2ccc(-c3cc(F)cc(F)c3)cn2)CC1,CC(=O)N1CCC(C(C)(C)C(=O)O)CC1.Nc1ccc(-c2cc(F)cc(F)c2)cn1,"CC(=O)N1CCC(C(C)(C)C(=O)Nc2ccc(Br)cn2)CC1.OB(O)c1cc(F)cc(F)c1,,CC(=O)N1CCC(C(C)(C)C(=O)Nc2ccc(I)cn2)CC1.OB(O)c1cc(F)cc(F)c1,CC(=O)Cl.CC(C)(C(=O)Nc1ccc(-c2cc(F)cc(F)c2)cn1)C1CCNCC1,CC(=O)N1CCC(C(C)(C)C(=O)O)CC1.Nc1ccc(-c2cc(F)cc(F)c2)cn1,CC(=O)N1CCC(C(C)(C)C(=O)Cl)CC1.Nc1ccc(-c2cc(F)cc(F)c2)cn1,CC(=O)N1CCC(C(C)(C)C(=O)NCl)CC1.Nc1ccc(-c2cc(F)cc(F)c2)cn1,CC(=O)N1CCC(C(C)(C)C(=O)NI)CC1.Nc1ccc(-c2cc(F)cc(F)c2)cn1,CC(=O)N1CCC(C(C)(C)C(=O)Nc2ccc(Br)cn2)CC1.OB(O)c1cc(F)cc(F)c1,CC(=O)N1CCC(C(C)(C)C(=O)Nc2ccc(Br)cn2)CC1.OB(O)c1cc(F)cc(F)c1"
NC(=O)[C@H]1OC[C@@H](Oc2nc3nc(-c4ccc(-c5ccccc5)cc4)c(Cl)cc3[nH]2)[C@@H]1O,N.O=C(O)[C@H]1OC[C@@H](Oc2nc3nc(-c4ccc(-c5ccccc5)cc4)c(Cl)cc3[nH]2)[C@@H]1O,"NC(=O)[C@H]1OC[C@@H](Oc2nc3nc(-c4ccc(Br)cc4)c(Cl)cc3[nH]2)[C@@H]1O.OB(O)c1ccccc1,N.O=C(O)[C@H]1OC[C@@H](Oc2nc3nc(-c4ccc(-c5ccccc5)cc4)c(Cl)cc3[nH]2)[C@@H]1O,N.O=C(O)[C@H]1OC[C@@H](Oc2nc3nc(-c4ccc(-c5ccccc5)cc4)c(Cl)cc3[nH]2)[C@H]1O,NC(=O)[C@H]1OC[C@@H](Oc2nc3nc(-c4ccc(Br)cc4)c(Cl)cc3[nH]2)[C@H]1O.OB(O)c1ccccc1,COC(=O)[C@H]1OC[C@@H](Oc2nc3nc(-c4ccc(-c5ccccc5)cc4)c(Cl)cc3[nH]2)[C@@H]1O.N,NC(=O)[C@H]1OC[C@H](Oc2nc3nc(-c4ccc(Br)cc4)c(Cl)cc3[nH]2)[C@@H]1O.OB(O)c1ccccc1,COC(=O)[C@H]1OC[C@@H](Oc2nc3nc(-c4ccc(-c5ccccc5)cc4)c(Cl)cc3[nH]2)[C@H]1O.N,NC(=O)[C@H]1OC[C@@H](Oc2nc3nc(-c4ccc(Br)cc4)c(Cl)cc3[nH]2)[C@@H](O)[C@@H]1O.OB(O)c1ccccc1,N.O=C(O)[C@H]1OC[C@H](Oc2nc3nc(-c4ccc(-c5ccccc5)cc4)c(Cl)cc3[nH]2)[C@@H]1O,Clc1cc2[nH]c(Br)nc2nc1-c1ccc(-c2ccccc2)cc1.NC(=O)[C@H]1OC[C@@H](O)[C@@H]1O"
NNC(=O)c1ccc(OCF)cc1,COC(=O)c1ccc(OCF)cc1.NN,"COC(=O)c1ccc(OCF)cc1.NN,CCOC(=O)c1ccc(OCF)cc1.NN,,NN.O=C(O)c1ccc(OCF)cc1,C.NNC(=O)c1ccc(OCF)cc1,CCl.NNC(=O)c1ccc(OCF)cc1,,C[Si](C)(C)OC(=O)c1ccc(OCF)cc1.NN,C[Mg+].NNC(=O)c1ccc(OCF)cc1,"
CCNC(=O)Oc1cn2ncnc(Oc3ccc(N)cc3F)c2c1C,CCNC(=O)Oc1cn2ncnc(Oc3ccc([N+](=O)[O-])cc3F)c2c1C,"CCNC(=O)Oc1cn2ncnc(Oc3ccc([N+](=O)[O-])cc3F)c2c1C,CCN=C=O.Cc1c(O)cn2ncnc(Oc3ccc(N)cc3F)c12,CCNC(=O)Oc1cn2ncnc(Oc3ccc(NC(=O)OC(C)(C)C)cc3F)c2c1C,CCNC(=O)Oc1cn2ncnc(Cl)c2c1C.Nc1ccc(O)c(F)c1,CCNC(=O)Cl.Cc1c(O)cn2ncnc(Oc3ccc(N)cc3F)c12,,,[CH]c1c(OC(=O)NCC)cn2ncnc(Oc3ccc([N+](=O)[O-])cc3F)c12,,"
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(NC(=S)NC(=O)c3ccccc3)nc21,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(N)nc21.O=C(N=C=S)c1ccccc1,"CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(N)nc21.O=C(N=C=S)c1ccccc1,,,,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3[nH]cnc3c(N)nc21.O=C(N=C=S)c1ccccc1,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(N)nc21.O=C(N=C=S)c1ccccc1,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(N)nc21.O=C(N=C=S)c1ccccc1,,,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c([NH3+])nc21.O=C(N=C=S)c1ccccc1"
Cc1c(N2CCN(Cc3ccc(C(F)(F)F)o3)C(CO)C2)c(=O)n(C[C@H](NC(=O)OC(C)(C)C)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,Cc1c(N2CCNC(CO)C2)c(=O)n(C[C@H](NC(=O)OC(C)(C)C)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F.FC(F)(F)c1ccc(CBr)o1,"Cc1c(N2CCNC(CO)C2)c(=O)n(C[C@H](NC(=O)OC(C)(C)C)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F.O=Cc1ccc(C(F)(F)F)o1,Cc1c(Br)c(=O)n(C[C@H](NC(=O)OC(C)(C)C)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F.OCC1CNCCN1Cc1ccc(C(F)(F)F)o1,CI.Cc1c(N2CCNC(CO)C2)c(=O)n(C[C@H](NC(=O)OC(C)(C)C)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,C=O.Cc1c(N2CCNC(CO)C2)c(=O)n(C[C@H](NC(=O)OC(C)(C)C)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,Cc1c(N2CCNC(CO)C2)c(=O)n(Cc2c(F)cccc2C(F)(F)F)c(=O)n1Cc1c(F)cccc1C(F)(F)F.O=Cc1ccc(C(F)(F)F)o1,CCl.Cc1c(N2CCNC(CO)C2)c(=O)n(C[C@H](NC(=O)OC(C)(C)C)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F,Cc1c(N2CCN[C@H](CO)C2)c(=O)n(C[C@H](NC(=O)OC(C)(C)C)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F.O=Cc1ccc(C(F)(F)F)o1,Cc1c(N2CCNC(CO)C2)c(=O)n(C[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)c(=O)n1Cc1c(F)cccc1C(F)(F)F.O=Cc1ccc(C(F)(F)F)o1,,"
