products,reactants,predictions
C[C@H](CO)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C[C@@H](N)CO,"CCOC(=O)[C@H](C)NC(=O)OC(C)(C)C,COC(=O)[C@H](C)NC(=O)OC(C)(C)C,C[C@H](NC(=O)OC(C)(C)C)C(=O)O,CCOC(=O)[C@H](C)NC(=O)OC(C)(C)C,C[C@@H](NC(=O)OC(C)(C)C)C(=O)O,CNOC(=O)[C@H](C)NC(=O)OC(C)(C)C,CCOC(=O)[C@@H](C)NC(=O)OC(C)(C)C,CN(C)C(=O)OC(=O)OC(C)(C)C.C[C@H](N)CO,C[C@H](COC(=O)c1ccccc1)NC(=O)OC(C)(C)C,CNC(=O)[C@H](C)NC(=O)OC(C)(C)C"
COc1cc(C(O)[C@@H](C)NC(=O)OC(C)(C)C)ccc1SC,COc1cc(C(=O)[C@@H](C)NC(=O)OC(C)(C)C)ccc1SC,"COc1cc(C(=O)[C@@H](C)NC(=O)OC(C)(C)C)ccc1SC,COc1cc(C(=O)[C@H](C)NC(=O)OC(C)(C)C)ccc1SC,COc1cc(C=O)ccc1SC.C[C@H](C=O)NC(=O)OC(C)(C)C,COc1cc(C(=O)C(C)NC(=O)OC(C)(C)C)ccc1SC,COc1cc(C(=O)[C@@H](C)NC(=O)OC(C)(C)C)ccc1SC.C[Mg+],CI.COc1cc(C(O)[C@@H](C)NC(=O)OC(C)(C)C)ccc1SC,COc1cc(C(=O)c2ccc(SC)c(OC)c2)ccc1SC,COc1cc(C(=O)[C@@H](C)NC(=O)OC(C)(C)C)ccc1SC.C[S-],,"
Brc1ccc(OC2CNC2)cn1,CC(C)(C)OC(=O)N1CC(Oc2ccc(Br)nc2)C1,"CC(C)(C)OC(=O)N1CC(Oc2ccc(Br)nc2)C1,Fc1ccc(Br)nc1.OC1CNC1,OC1CNC1.Oc1ccc(Br)nc1,Ic1ccc(OC2CNC2)cn1.OC1CNC1,Brc1ccc(OC2CN(Cc3ccccc3)C2)cn1,,Clc1ccc(Br)nc1.OC1CNC1,Brc1ccc(OC2CNC2)cn1.OC1CNC1,OC1CN(C(c2ccccc2)c2ccccc2)C1,[CH]C(C)(C)OC(=O)N1CC(Oc2ccc(Br)nc2)C1"
COc1ccc2c(c1)C(O)C1(CCN(Cc3ccccc3)CC1)C2,COc1ccc2c(c1)C(=O)C1(CCN(Cc3ccccc3)CC1)C2,"COc1ccc2c(c1)C(=O)C1(CCN(Cc3ccccc3)CC1)C2,,C=C1c2cc(OC)ccc2CC12CCN(Cc1ccccc1)CC2.O,,COc1ccc2c(c1)C(=O)C1(CCN(Cc3ccccc3)CC1)C2,,,,COc1ccc2c(c1)C(=NO)C1(CCN(Cc3ccccc3)CC1)C2,"
CN(C)CCC(=O)c1ccc(Cl)cc1,C=O.CC(=O)c1ccc(Cl)cc1.CNC,"C=O.CC(=O)c1ccc(Cl)cc1.CNC,,,CNC.O=Cc1ccc(Cl)cc1,CC(=O)c1ccc(Cl)cc1.CNC,C.C=O.CC(=O)c1ccc(Cl)cc1.CNC,C#CC(=O)c1ccc(Cl)cc1.CNC,C=O.CC(=O)c1ccc(Cl)cc1.CNC,C=O.CNCCC(=O)c1ccc(Cl)cc1,C=O.CC(=O)c1ccc(Cl)cc1.CCNC"
CCOC(=O)c1ccc(NCCCCCCCCCCC(=O)CCCC(C)(C)C)cc1,CC(C)(C)CCCC(=O)CCCCCCCCCCBr.CCOC(=O)c1ccc(N)cc1,"CC(C)(C)CCCC(=O)CCCCCCCCCCCBr.CCOC(=O)c1ccc(N)cc1,CC(C)(C)CCCC(=O)CCCCCCCCCCCBr.CCOC(=O)c1ccc(N)cc1,CC(C)(C)CCCC(=O)CCCCCCCCCCBr.CCOC(=O)c1ccc(N)cc1,CCOC(=O)c1ccc(NCCCCCCCCCCCC(O)CCCC(C)(C)C)cc1,CC(C)(C)CCCC(=O)CCCCCCCCCCC=O.CCOC(=O)c1ccc(N)cc1,CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCCBr)cc1,CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCCBr)cc1,CC(C)(C)CCCC(=O)CCCCCCCCCCCN.CCOC(=O)c1ccc(F)cc1,CCOC(=O)c1ccc(NCCCCCCCCCCC(O)CCCC(C)(C)C)cc1,CC(C)(C)CCCC(=O)CCCCCCCCCC=O.CCOC(=O)c1ccc(N)cc1"
N#Cc1cc(F)ccc1N1CCNCC1,C1CNCCN1.N#Cc1cc(F)ccc1F,"C1CNCCN1.N#Cc1cc(F)ccc1F,CC1CNCCN1.N#Cc1cc(F)ccc1F,N#Cc1cc(F)ccc1F.[CH]1CNCCN1,,C1CNCCN1.N#Cc1cc(F)ccc1F,C1CNCCN1.N#Cc1cc(F)ccc1F,C1CNCCN1.N#Cc1cc(F)ccc1O,C1CNCCN1.N#Cc1cc(N)ccc1F,CN1CCNCC1.N#Cc1cc(F)ccc1F,C1CN1.N#Cc1cc(F)ccc1F"
N=C(N)c1ccc2[nH]c(C3([N+](=O)[O-])C=C(c4nnn[nH]4)C=C(c4ccccc4)C3O)cc2c1,CC(=O)C1([N+](=O)[O-])C=C(c2nnn[nH]2)C=C(c2ccccc2)C1O.N=C(N)c1ccc(NN)cc1,"N=C(N)c1ccc2[nH]c(C3([N+](=O)[O-])C=C(c4ccccc4)C(=O)C(c4nnn[nH]4)=C3)cc2c1,N=C(N)c1ccc2[nH]c(C3([N+](=O)[O-])C=C(c4ccccc4)C3=O)cc2c1.[C-]#N,N=C(N)c1ccc2[nH]c(C3([N+](=O)[O-])C=C(c4ccccc4)C3=O)cc2c1.[NH4+],N=C(N)c1ccc2[nH]c(C3([N+](=O)[O-])C=C(c4ccccc4)C3=O)cc2c1.[N-]=[N+]=[N-],N=C(N)c1ccc2[nH]c(C3(S(=O)(=O)C(F)(F)F)C=C(c4ccccc4)C3O)cc2c1.[C-]#N,N=C(N)c1ccc2[nH]c(C3(S(=O)(=O)C(F)(F)F)C=C(c4ccccc4)C3=O)cc2c1.[C-]#N,N=C(N)c1ccc2[nH]c(C3([N+](=O)[O-])C=C(c4ccccc4)C3O)cc2c1.[N-]=[N+]=[N-],N#Cc1nnn[nH]1.N=C(N)c1ccc2[nH]c(C3([N+](=O)[O-])C=C(c4ccccc4)C3=O)cc2c1,N=C(N)c1ccc2[nH]c(C3([N+](=O)[O-])C=C(c4ccccc4)C3=O)cc2c1.[Zn+]c1nnn[nH]1,N=C(N)c1ccc2[nH]c(C3([N+](=O)[O-])C=C(c4ccccc4)C3O)cc2c1.[C-]#N"
c1cc(C2CCNCC2)c2c(cnc3[nH]ccc32)n1,CC(C)(C)OC(=O)N1CCC(c2ccnc3cnc4[nH]ccc4c23)CC1,"c1ccc(CN2CCC(c3ccnc4cnc5[nH]ccc5c34)CC2)cc1,CC(C)(C)OC(=O)N1CCC(c2ccnc3cnc4[nH]ccc4c23)CC1,C1=C(c2ccccc2)CCNC1.Clc1ccnc2cnc3[nH]ccc3c12,Brc1ccnc2cnc3[nH]ccc3c12.[Zn+]C1CCNCC1,Clc1ccnc2cnc3[nH]ccc3c12.[Zn+]C1CCNCC1,Clc1ccnc2cnc3[nH]ccc3c12.c1ccc(COC2CCNCC2)cc1,C1=C(c2ccccc2)CCNC1,C1=C(c2ccnc3cnc4[nH]ccc4c23)CCN(Cc2ccccc2)C1,Clc1ccnc2cnc3[nH]ccc3c12.[Mg+]C1CCNCC1,Clc1ccnc2cnc3[nH]ccc3c12.c1ccc(COCC2CCNCC2)cc1"
Cc1cc(O)cc2[nH]c(C(=O)NC3CCCCC3)cc12,Cc1cc(OCc2ccccc2)cc2[nH]c(C(=O)NC3CCCCC3)cc12,"COc1cc(C)c2cc(C(=O)NC3CCCCC3)[nH]c2c1,Cc1cc(OCc2ccccc2)cc2[nH]c(C(=O)NC3CCCCC3)cc12,Cc1cc(O)cc2[nH]c(C(=O)O)cc12.NC1CCCCC1,CCOC(=O)c1cc2c(C)cc(O)cc2[nH]1.NC1CCCCC1,CC(=O)Oc1cc(C)c2cc(C(=O)NC3CCCCC3)[nH]c2c1,Cc1cc(OC2CCCCO2)cc2[nH]c(C(=O)NC3CCCCC3)cc12,CCOc1cc(C)c2cc(C(=O)NC3CCCCC3)[nH]c2c1,CC(=O)Oc1cc(C)c2cc(C(=O)NC3CCCCC3)[nH]c2c1,COc1cc(C)c2cc(C(=O)NC3CCCCC3)[nH]c2c1,Cc1cc(O)cc2[nH]c(C(=O)O)cc12.NC1CCCCC1"
CCNC(=O)Nc1cc2cc(NC(=O)c3cccc(C(=O)OC)c3)cc(C)c2cn1,CCNC(=O)Nc1cc2cc(N)cc(C)c2cn1.COC(=O)c1cccc(C(=O)[O-])c1,"CCN=C=O.COC(=O)c1cccc(C(=O)Nc2cc(C)c3cnc(N)cc3c2)c1,CCNC(=O)Nc1cc2cc(NC(=O)c3cccc(C(=O)OC)c3)cc(C)c2cn1.COC(=O)c1cccc(C(=O)Cl)c1,CCNC(=O)Cl.COC(=O)c1cccc(C(=O)Nc2cc(C)c3cnc(N)cc3c2)c1,CCNC(=O)Nc1cc2cc(NC(=O)c3cccc(C(=O)OC)c3)cc(C)c2cn1.CO,CCNC(=O)Nc1cc2cc(N)cc(C)c2cn1.COC(=O)c1cccc(C(=O)Cl)c1,CCNC(=O)Nc1cc2cc(NC(=O)c3cccc(C(=O)OC)c3)cc(C)c2cn1.COC(=O)c1cccc(Cl)c1,CCNC(=O)Nc1cc2cc(NC(=O)c3cccc(C(=O)OC)c3)cc(C)c2cn1.CI,CCNC(=O)Nc1cc(C)c2cnc(Cl)cc2c1.COC(=O)c1cccc(C(=O)Nc2cc(C)c3cnc(N)cc3c2)c1,CCNC(N)=O.COC(=O)c1cccc(C(=O)Nc2cc(C)c3cnc(Cl)cc3c2)c1,CCNC(=O)Nc1cc2cc(NC(=O)c3cccc(C(=O)OC)c3)cc(C)c2cn1.COC(=O)c1cccc(C(=O)O)c1"
Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2cc(N3CCOCC3)ccn2)cc1,C1COCCN1.Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2cc(Cl)ccn2)cc1,"C1COCCN1.Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2cc(Cl)ccn2)cc1,COC(=O)c1ccc(OCc2cc(N3CCOCC3)ccn2)cc1.Cc1ccc(-c2ncc[nH]2)cc1N,Cc1ccc(-c2ncc[nH]2)cc1N.O=C(O)c1ccc(OCc2cc(N3CCOCC3)ccn2)cc1,C1COCCN1.Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2cc(Br)ccn2)cc1,CCOC(=O)c1ccc(OCc2cc(N3CCOCC3)ccn2)cc1.Cc1ccc(-c2ncc[nH]2)cc1N,Cc1ccc(-c2ncc[nH]2)cc1N.O=C(Cl)c1ccc(OCc2cc(N3CCOCC3)ccn2)cc1,CS(=O)(=O)OCc1cc(N2CCOCC2)ccn1.Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(O)cc1,Cc1ccc(-c2ncc[nH]2)cc1N.O=C([O-])c1ccc(OCc2cc(N3CCOCC3)ccn2)cc1,C1COCCN1.Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2cc(F)ccn2)cc1,C1COCCN1.Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2cc(I)ccn2)cc1"
CCC(C)N(C)c1cncc(Cl)n1,CCC(C)NC.Clc1cncc(Cl)n1,"CCC(C)NC.Clc1cncc(Cl)n1,CCC(C)NC.Fc1cncc(Cl)n1,CCC(C)=O.CNc1cncc(Cl)n1,CCC(C)Nc1cncc(Cl)n1.CI,CCC(C)Br.CNc1cncc(Cl)n1,CCC(C)OC.CNc1cncc(Cl)n1,CCC(C)I.CNc1cncc(Cl)n1,CCC(C)SC.Clc1cncc(Cl)n1,C=O.CCC(C)Nc1cncc(Cl)n1,CCC(C)NC.Clc1cncc(Cl)n1"
CCOC(=O)C=C1CCOCC1,CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=C1CCOCC1,"CCOC(=O)CP(=O)(OCC)OCC.O=C1CCOCC1,CCCOC(=O)CP(=O)(OCC)OCC.O=C1CCOCC1,C#CC(=O)OCC.O=C1CCOCC1,CCOC(=O)CP(=O)(OCC)OCC.O=C1CCOCC1,CCOC(=O)CP(=O)(OCC)OCC.O=C1CCOCC1,C1CCOCC1.CCOC(=O)CP(=O)(OCC)OCC,CCO.O=C(O)C=C1CCOCC1,,,"
O=c1ccn(C2CCCNC2)nc1-c1ccnn1-c1ccccc1,CC(C)(C)OC(=O)N1CCCC(n2ccc(=O)c(-c3ccnn3-c3ccccc3)n2)C1,"CC(C)(C)OC(=O)N1CCCC(n2ccc(=O)c(-c3ccnn3-c3ccccc3)n2)C1,O=C(OCc1ccccc1)N1CCCC(n2ccc(=O)c(-c3ccnn3-c3ccccc3)n2)C1,O=c1ccn(C2CCCN(Cc3ccccc3)C2)nc1-c1ccnn1-c1ccccc1,CC(C)(C)OC(=O)N1CCCC(n2ccc(=O)c(-c3ccnn3-c3ccccc3)n2)C1,O=C(OCc1ccccc1)N1CCCC(n2ccc(=O)c(-c3ccnn3-c3ccccc3)n2)C1,O=c1ccn(C2CCCN(Cc3ccccc3)C2)nc1-c1ccnn1-c1ccccc1,O=C(OCc1ccccc1)N1CCCC(n2ccc(=O)c(-c3ccnn3-c3ccccc3)n2)C1,,BrC1CCCNC1.O=c1cc[nH]nc1-c1ccnn1-c1ccccc1,O=C(OCc1ccccc1)N1CCCC(n2ccc(=O)c(-c3ccnn3-c3ccccc3)n2)C1"
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(c3ccc([N+](=O)[O-])c(SC)c3)S(C)(=O)=O)c(C3CC3)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(c3ccc([N+](=O)[O-])c(Cl)c3)S(C)(=O)=O)c(C3CC3)cc12.C[S-],"CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(NS(C)(=O)=O)c(C3CC3)cc12.CSc1cc(Br)ccc1[N+](=O)[O-],CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(Nc3ccc([N+](=O)[O-])c(SC)c3)c(Br)cc12.OB(O)C1CC1,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(NS(C)(=O)=O)c(Br)cc12.OB(O)C1CC1,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(Nc3ccc([N+](=O)[O-])c(SC)c3)c(C3CC3)cc12.OB(O)C1CC1,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(Nc3ccc([N+](=O)[O-])c(SC)c3)c(C3=CC3)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(NS(C)(=O)=O)c(Br)cc12.CSc1cc(I)ccc1[N+](=O)[O-],CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(NS(C)(=O)=O)c(C3CC3)cc12.CSc1cc(I)ccc1[N+](=O)[O-],CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(Nc3ccc([N+](=O)[O-])c(SC)c3)c(C3CC3)cc12.IC1CC1,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(NS(C)(=O)=O)c(C3CC3)cc12.CSc1cc(F)ccc1[N+](=O)[O-],CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(NS(C)(=O)=O)c(C3=CC3)cc12"
